Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-09-16 00:00:00-04:00,22.15328168013628,22.477367551699732,21.9512820123987,22.38857650756836,267632400,0.0,0.0
2014-09-17 00:00:00-04:00,22.47959263263986,22.597241774093515,22.328648321816,22.54840660095215,243706000,0.0,0.0
2014-09-18 00:00:00-04:00,22.6260988229042,22.71932868700254,22.5439667844087,22.595022201538086,149197600,0.0,0.0
2014-09-19 00:00:00-04:00,22.70600567049261,22.719323735733123,22.308667019848592,22.410776138305664,283609600,0.0,0.0
2014-09-22 00:00:00-04:00,22.597239827009954,22.672711129144524,22.32642784914138,22.43297576904297,211153600,0.0,0.0
2014-09-23 00:00:00-04:00,22.330864282648893,22.850290841365464,22.31754621745437,22.7836971282959,253608800,0.0,0.0
2014-09-24 00:00:00-04:00,22.67714906594812,22.830311895292496,22.46404986298919,22.586137771606445,240687200,0.0,0.0
2014-09-25 00:00:00-04:00,22.31089127477492,22.355285962593854,21.69157572647274,21.724872589111328,400368000,0.0,0.0
2014-09-26 00:00:00-04:00,21.871369950873106,22.364158630371094,21.84251358167259,22.364158630371094,249482000,0.0,0.0
2014-09-29 00:00:00-04:00,21.898011474798267,22.29535014668703,21.893570990448353,22.222097396850586,199065200,0.0,0.0
2014-09-30 00:00:00-04:00,22.377476694071596,22.53952047447027,22.31532347207154,22.364158630371094,221056400,0.0,0.0
2014-10-01 00:00:00-04:00,22.3286476775142,22.35084671451884,21.9091116200675,22.015661239624023,205965200,0.0,0.0
2014-10-02 00:00:00-04:00,22.03563912447287,22.246518128676627,21.76260857251115,22.175485610961914,191031200,0.0,0.0
2014-10-03 00:00:00-04:00,22.073373042862787,22.244294429898872,21.98458198612843,22.11332893371582,173878400,0.0,0.0
2014-10-06 00:00:00-04:00,22.18657998898926,22.34196476166152,22.068932558574367,22.11332893371582,148204800,0.0,0.0
2014-10-07 00:00:00-04:00,22.07115226199444,22.22431678878397,21.915769186663393,21.920207977294922,168376800,0.0,0.0
2014-10-08 00:00:00-04:00,21.922424710447995,22.444069743905196,21.822534154967954,22.37525749206543,229618800,0.0,0.0
2014-10-09 00:00:00-04:00,22.539531704613303,22.725991463515566,22.333093146657724,22.424102783203125,309506000,0.0,0.0
2014-10-10 00:00:00-04:00,22.350839049706785,22.648287075818597,22.26426825443256,22.359718322753906,265326400,0.0,0.0
2014-10-13 00:00:00-04:00,22.49290410737684,22.59279296578523,22.155498504638672,22.155498504638672,214333600,0.0,0.0
2014-10-14 00:00:00-04:00,22.28424977682637,22.31310614980256,21.88025208741715,21.920207977294922,254754400,0.0,0.0
2014-10-15 00:00:00-04:00,21.747069056677784,22.00900176877145,21.1277535333322,21.65161895751953,403734400,0.0,0.0
2014-10-16 00:00:00-04:00,21.209885524369128,21.691574810412263,21.178808905498517,21.367488861083984,288618000,0.0,0.0
2014-10-17 00:00:00-04:00,21.642741486706324,21.97570674034796,21.489576928095538,21.680477142333984,272718800,0.0,0.0
2014-10-20 00:00:00-04:00,21.824762000463274,22.188803868558054,21.802564656027997,22.1444091796875,310069200,0.0,0.0
2014-10-21 00:00:00-04:00,22.86805411515063,22.86805411515063,22.479594631501374,22.745967864990234,378495600,0.0,0.0
2014-10-22 00:00:00-04:00,22.828098016611506,23.110009559256824,22.77482404779584,22.86139488220215,273052400,0.0,0.0
2014-10-23 00:00:00-04:00,23.103344299493685,23.31866205293887,23.003453729637954,23.269826889038086,284298800,0.0,0.0
2014-10-24 00:00:00-04:00,23.347512634272533,23.41632487894701,23.203227420413228,23.35639190673828,188215600,0.0,0.0
2014-10-27 00:00:00-04:00,23.274267216555305,23.414113684878636,23.24097035773791,23.331981658935547,136750800,0.0,0.0
